code,description,coding_system,concept_id,concept_version_id,concept_name,phenotype_id,phenotype_version_id,phenotype_name,code_attributes
736283006,,SNOMED  CT codes,C728,2595,COPD - Primary care,PH11,22,COPD,"[{""Validated Read Codes                                   Quint et al. 2014"": ""Y"", ""Description"": ""Chronic obstructive pulmonary disease clini management plan"", ""Quality and Outcomes Framework Read Codes 2017/18"": """", ""Read v2 Code"": ""8CR1.00""}]"
741056003,,SNOMED  CT codes,C728,2595,COPD - Primary care,PH11,22,COPD,"[{""Validated Read Codes                                   Quint et al. 2014"": ""Y"", ""Description"": ""Health education ? chronic obstructive pulmonary disease"", ""Quality and Outcomes Framework Read Codes 2017/18"": """", ""Read v2 Code"": ""679V.00""}]"
74417001,,SNOMED  CT codes,C728,2595,COPD - Primary care,PH11,22,COPD,"[{""Validated Read Codes                                   Quint et al. 2014"": """", ""Description"": ""Mucopurulent chronic bronchitis"", ""Quality and Outcomes Framework Read Codes 2017/18"": ""Y"", ""Read v2 Code"": ""H311.00""}]"
7.60601E+14,,SNOMED  CT codes,C728,2595,COPD - Primary care,PH11,22,COPD,"[{""Validated Read Codes                                   Quint et al. 2014"": """", ""Description"": ""Chronic obstructive pulmonary disease 3 monthly review"", ""Quality and Outcomes Framework Read Codes 2017/18"": """", ""Read v2 Code"": ""66YB000""}]"
7.60621E+14,,SNOMED  CT codes,C728,2595,COPD - Primary care,PH11,22,COPD,"[{""Validated Read Codes                                   Quint et al. 2014"": """", ""Description"": ""Chronic obstructive pulmonary disease 6 monthly review"", ""Quality and Outcomes Framework Read Codes 2017/18"": """", ""Read v2 Code"": ""66YB100""}]"
77690003,,SNOMED  CT codes,C728,2595,COPD - Primary care,PH11,22,COPD,"[{""Validated Read Codes                                   Quint et al. 2014"": """", ""Description"": ""Acute interstitial emphysema"", ""Quality and Outcomes Framework Read Codes 2017/18"": """", ""Read v2 Code"": ""H32y111""}]"
8.26111E+14,,SNOMED  CT codes,C728,2595,COPD - Primary care,PH11,22,COPD,"[{""Validated Read Codes                                   Quint et al. 2014"": """", ""Description"": ""On chronic obstructive pulmonary disease supportv cre pathway"", ""Quality and Outcomes Framework Read Codes 2017/18"": """", ""Read v2 Code"": ""9NgP.00""}]"
84409004,,SNOMED  CT codes,C728,2595,COPD - Primary care,PH11,22,COPD,"[{""Validated Read Codes                                   Quint et al. 2014"": """", ""Description"": ""Fetid chronic bronchitis"", ""Quality and Outcomes Framework Read Codes 2017/18"": ""Y"", ""Read v2 Code"": ""H311100""}]"
8.48431E+14,,SNOMED  CT codes,C728,2595,COPD - Primary care,PH11,22,COPD,"[{""Validated Read Codes                                   Quint et al. 2014"": """", ""Description"": ""Chronic obstructive pulmonary disease care pathway"", ""Quality and Outcomes Framework Read Codes 2017/18"": """", ""Read v2 Code"": ""8CMW500""}]"
8.57661E+14,,SNOMED  CT codes,C728,2595,COPD - Primary care,PH11,22,COPD,"[{""Validated Read Codes                                   Quint et al. 2014"": """", ""Description"": ""Seen in chronic obstructive pulmonary disease clinic"", ""Quality and Outcomes Framework Read Codes 2017/18"": """", ""Read v2 Code"": ""9Nk7000""}]"
8.66901E+14,,SNOMED  CT codes,C728,2595,COPD - Primary care,PH11,22,COPD,"[{""Validated Read Codes                                   Quint et al. 2014"": """", ""Description"": ""Eosinophilic bronchitis"", ""Quality and Outcomes Framework Read Codes 2017/18"": ""Y"", ""Read v2 Code"": ""H583200""}]"
87433001,,SNOMED  CT codes,C728,2595,COPD - Primary care,PH11,22,COPD,"[{""Validated Read Codes                                   Quint et al. 2014"": """", ""Description"": ""[X]Other emphysema"", ""Quality and Outcomes Framework Read Codes 2017/18"": ""Y"", ""Read v2 Code"": ""Hyu3000""}]"
8743301,,SNOMED  CT codes,C728,2595,COPD - Primary care,PH11,22,COPD,"[{""Validated Read Codes                                   Quint et al. 2014"": ""Y"", ""Description"": ""Emphysema"", ""Quality and Outcomes Framework Read Codes 2017/18"": ""Y"", ""Read v2 Code"": ""H32..00""}]"
89549007,,SNOMED  CT codes,C728,2595,COPD - Primary care,PH11,22,COPD,"[{""Validated Read Codes                                   Quint et al. 2014"": """", ""Description"": ""Chronic catarrhal bronchitis"", ""Quality and Outcomes Framework Read Codes 2017/18"": ""Y"", ""Read v2 Code"": ""H310000""}]"
