code,description,coding_system,concept_id,concept_version_id,concept_name,phenotype_id,phenotype_version_id,phenotype_name,code_attributes
109371002,Overlapping malignant neoplasm of bronchus and lung,SNOMED  CT codes,C2766,7287,CCU002_01 Cancer - Phenotypes - England primary care EHR: Cancer diagnosis,PH960,2138,CCU002_01 Cancer,"[{""terminology"": ""SNOMEDCT"", ""code_type"": ""1""}]"
109378008,Mesothelioma (malignant)(clinical),SNOMED  CT codes,C2766,7287,CCU002_01 Cancer - Phenotypes - England primary care EHR: Cancer diagnosis,PH960,2138,CCU002_01 Cancer,"[{""terminology"": ""SNOMEDCT"", ""code_type"": ""1""}]"
109383000,Mesothelioma of pericardium,SNOMED  CT codes,C2766,7287,CCU002_01 Cancer - Phenotypes - England primary care EHR: Cancer diagnosis,PH960,2138,CCU002_01 Cancer,"[{""terminology"": ""SNOMEDCT"", ""code_type"": ""1""}]"
109384006,"Overlapping malignant neoplasm of heart, mediastinum and pleura",SNOMED  CT codes,C2766,7287,CCU002_01 Cancer - Phenotypes - England primary care EHR: Cancer diagnosis,PH960,2138,CCU002_01 Cancer,"[{""terminology"": ""SNOMEDCT"", ""code_type"": ""1""}]"
109385007,Kaposi's sarcoma (clinical),SNOMED  CT codes,C2766,7287,CCU002_01 Cancer - Phenotypes - England primary care EHR: Cancer diagnosis,PH960,2138,CCU002_01 Cancer,"[{""terminology"": ""SNOMEDCT"", ""code_type"": ""1""}]"
109386008,Kaposi's sarcoma of skin (disorder),SNOMED  CT codes,C2766,7287,CCU002_01 Cancer - Phenotypes - England primary care EHR: Cancer diagnosis,PH960,2138,CCU002_01 Cancer,"[{""terminology"": ""SNOMEDCT"", ""code_type"": ""1""}]"
109388009,Kaposi's sarcoma of palate,SNOMED  CT codes,C2766,7287,CCU002_01 Cancer - Phenotypes - England primary care EHR: Cancer diagnosis,PH960,2138,CCU002_01 Cancer,"[{""terminology"": ""SNOMEDCT"", ""code_type"": ""1""}]"
109391009,Kaposi's sarcoma of lymph nodes,SNOMED  CT codes,C2766,7287,CCU002_01 Cancer - Phenotypes - England primary care EHR: Cancer diagnosis,PH960,2138,CCU002_01 Cancer,"[{""terminology"": ""SNOMEDCT"", ""code_type"": ""1""}]"
109392002,Kaposi's sarcoma of multiple organs,SNOMED  CT codes,C2766,7287,CCU002_01 Cancer - Phenotypes - England primary care EHR: Cancer diagnosis,PH960,2138,CCU002_01 Cancer,"[{""terminology"": ""SNOMEDCT"", ""code_type"": ""1""}]"
109823006,Overlapping malignant neoplasm of tongue,SNOMED  CT codes,C2766,7287,CCU002_01 Cancer - Phenotypes - England primary care EHR: Cancer diagnosis,PH960,2138,CCU002_01 Cancer,"[{""terminology"": ""SNOMEDCT"", ""code_type"": ""1""}]"
