code,coding_system,description,entity,list_name,upload_date
Eu23z11,Read,[X]Brief reactive psychosis NOS,diagnostic,929 - res178: Psychosis,2021-03-14
Eu23z12,Read,[X]Reactive psychosis,diagnostic,929 - res178: Psychosis,2021-03-14
Eu24.00,Read,[X]Induced delusional disorder,diagnostic,929 - res178: Psychosis,2021-03-14
Eu24.12,Read,[X]Induced paranoid disorder,diagnostic,929 - res178: Psychosis,2021-03-14
Eu24.13,Read,[X]Induced psychotic disorder,diagnostic,929 - res178: Psychosis,2021-03-14
R001.00,Read,[D]Hallucinations,diagnostic,929 - res178: Psychosis,2021-03-14
R001000,Read,[D]Hallucinations; auditory,diagnostic,929 - res178: Psychosis,2021-03-14
R001100,Read,[D]Hallucinations; gustatory,diagnostic,929 - res178: Psychosis,2021-03-14
R001200,Read,[D]Hallucinations; olfactory,diagnostic,929 - res178: Psychosis,2021-03-14
R001300,Read,[D]Hallucinations; tactile,diagnostic,929 - res178: Psychosis,2021-03-14
R001400,Read,[D]Visual hallucinations,diagnostic,929 - res178: Psychosis,2021-03-14
R001z00,Read,[D]Hallucinations NOS,diagnostic,929 - res178: Psychosis,2021-03-14
