code,coding_system,description,entity,list_name,upload_date
67092,CPRD_product_code,Fluoxetine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
67097,CPRD_product_code,Citalopram hydrobromide,drug,942 - res178: SSRIs and SNRIs,2021-03-14
67259,CPRD_product_code,Paroxetine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
67271,CPRD_product_code,Venlafaxine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
67288,CPRD_product_code,Venlafaxine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
67431,CPRD_product_code,Fluoxetine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
67496,CPRD_product_code,Fluoxetine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
67562,CPRD_product_code,Fluoxetine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
67563,CPRD_product_code,Venlafaxine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
67564,CPRD_product_code,Duloxetine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
67730,CPRD_product_code,Sertraline hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
67736,CPRD_product_code,Fluoxetine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
67758,CPRD_product_code,Fluoxetine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
67769,CPRD_product_code,Fluoxetine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
67888,CPRD_product_code,Fluoxetine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
67928,CPRD_product_code,Sertraline hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
68050,CPRD_product_code,Venlafaxine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
68096,CPRD_product_code,Duloxetine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
68266,CPRD_product_code,Fluoxetine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
68325,CPRD_product_code,Paroxetine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
68756,CPRD_product_code,Sertraline hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
68876,CPRD_product_code,Venlafaxine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
6895,CPRD_product_code,Duloxetine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
69428,CPRD_product_code,Duloxetine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
69525,CPRD_product_code,Fluoxetine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
69542,CPRD_product_code,Fluoxetine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
69571,CPRD_product_code,Citalopram hydrobromide,drug,942 - res178: SSRIs and SNRIs,2021-03-14
69685,CPRD_product_code,Fluoxetine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
69725,CPRD_product_code,Sertraline hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
69726,CPRD_product_code,Sertraline hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
69752,CPRD_product_code,Duloxetine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
69819,CPRD_product_code,Venlafaxine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
69898,CPRD_product_code,Sertraline hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
69941,CPRD_product_code,Fluoxetine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
69965,CPRD_product_code,Duloxetine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
70063,CPRD_product_code,Duloxetine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
70315,CPRD_product_code,Venlafaxine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
70353,CPRD_product_code,Venlafaxine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
70405,CPRD_product_code,Duloxetine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
70420,CPRD_product_code,Venlafaxine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
70495,CPRD_product_code,Venlafaxine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
70728,CPRD_product_code,Duloxetine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
70790,CPRD_product_code,Citalopram hydrobromide,drug,942 - res178: SSRIs and SNRIs,2021-03-14
70806,CPRD_product_code,Venlafaxine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
70931,CPRD_product_code,Venlafaxine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
71005,CPRD_product_code,Citalopram hydrobromide,drug,942 - res178: SSRIs and SNRIs,2021-03-14
7122,CPRD_product_code,Duloxetine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
71257,CPRD_product_code,Venlafaxine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
7147,CPRD_product_code,Duloxetine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
7153,CPRD_product_code,Duloxetine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
71669,CPRD_product_code,Duloxetine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
71782,CPRD_product_code,Venlafaxine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
71806,CPRD_product_code,Venlafaxine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
71848,CPRD_product_code,Citalopram hydrobromide,drug,942 - res178: SSRIs and SNRIs,2021-03-14
71852,CPRD_product_code,Fluoxetine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
71932,CPRD_product_code,Venlafaxine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
72124,CPRD_product_code,Citalopram hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
72211,CPRD_product_code,Duloxetine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
72373,CPRD_product_code,Citalopram hydrobromide,drug,942 - res178: SSRIs and SNRIs,2021-03-14
727,CPRD_product_code,Sertraline hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
72773,CPRD_product_code,Escitalopram oxalate,drug,942 - res178: SSRIs and SNRIs,2021-03-14
7328,CPRD_product_code,Sertraline hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
73298,CPRD_product_code,Duloxetine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
73414,CPRD_product_code,Fluoxetine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
73417,CPRD_product_code,Citalopram hydrobromide,drug,942 - res178: SSRIs and SNRIs,2021-03-14
73540,CPRD_product_code,Duloxetine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
73589,CPRD_product_code,Paroxetine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
73658,CPRD_product_code,Venlafaxine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
73667,CPRD_product_code,Venlafaxine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
73668,CPRD_product_code,Paroxetine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
73759,CPRD_product_code,Sertraline hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
73868,CPRD_product_code,Duloxetine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
73962,CPRD_product_code,Sertraline hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
74010,CPRD_product_code,Venlafaxine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
74011,CPRD_product_code,Venlafaxine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
74190,CPRD_product_code,Duloxetine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
74516,CPRD_product_code,Venlafaxine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
74588,CPRD_product_code,Paroxetine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
74753,CPRD_product_code,Citalopram Hydrobromide,drug,942 - res178: SSRIs and SNRIs,2021-03-14
74774,CPRD_product_code,Duloxetine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
74785,CPRD_product_code,Escitalopram oxalate,drug,942 - res178: SSRIs and SNRIs,2021-03-14
74858,CPRD_product_code,Escitalopram oxalate,drug,942 - res178: SSRIs and SNRIs,2021-03-14
74886,CPRD_product_code,Fluoxetine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
74907,CPRD_product_code,Duloxetine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
74993,CPRD_product_code,Escitalopram oxalate,drug,942 - res178: SSRIs and SNRIs,2021-03-14
75054,CPRD_product_code,Paroxetine Hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
75068,CPRD_product_code,Fluoxetine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
75075,CPRD_product_code,Citalopram hydrobromide,drug,942 - res178: SSRIs and SNRIs,2021-03-14
75247,CPRD_product_code,Fluoxetine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
75263,CPRD_product_code,Venlafaxine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
75405,CPRD_product_code,Sertraline hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
75525,CPRD_product_code,Venlafaxine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
75645,CPRD_product_code,Fluoxetine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
75688,CPRD_product_code,Fluoxetine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
75697,CPRD_product_code,Citalopram hydrobromide,drug,942 - res178: SSRIs and SNRIs,2021-03-14
75702,CPRD_product_code,Citalopram hydrobromide,drug,942 - res178: SSRIs and SNRIs,2021-03-14
75799,CPRD_product_code,Fluoxetine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
75848,CPRD_product_code,Venlafaxine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
75894,CPRD_product_code,Venlafaxine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
75943,CPRD_product_code,Fluoxetine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
75952,CPRD_product_code,Sertraline hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
785,CPRD_product_code,Escitalopram oxalate,drug,942 - res178: SSRIs and SNRIs,2021-03-14
815,CPRD_product_code,Citalopram hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
841,CPRD_product_code,Paroxetine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
9182,CPRD_product_code,Venlafaxine hydrochloride,drug,942 - res178: SSRIs and SNRIs,2021-03-14
