code,description,coding_system,concept_id,concept_version_id,concept_name,phenotype_id,phenotype_version_id,phenotype_name,code_attributes
28475009,Severe recurrent major depression with psychotic features (disorder),SNOMED  CT codes,C4196,11556,Depression,PH1720,3647,CCU046 Depression,
2.88751E+14,"Reactive depressive psychosis, single episode (disorder)",SNOMED  CT codes,C4196,11556,Depression,PH1720,3647,CCU046 Depression,
300706003,Endogenous depression (disorder),SNOMED  CT codes,C4196,11556,Depression,PH1720,3647,CCU046 Depression,
30605009,Major depression in partial remission (disorder),SNOMED  CT codes,C4196,11556,Depression,PH1720,3647,CCU046 Depression,
310495003,Mild depression (disorder),SNOMED  CT codes,C4196,11556,Depression,PH1720,3647,CCU046 Depression,
310496002,Moderate depression (disorder),SNOMED  CT codes,C4196,11556,Depression,PH1720,3647,CCU046 Depression,
310497006,Severe depression (disorder),SNOMED  CT codes,C4196,11556,Depression,PH1720,3647,CCU046 Depression,
321717001,Involutional depression (disorder),SNOMED  CT codes,C4196,11556,Depression,PH1720,3647,CCU046 Depression,
33135002,Recurrent major depression in partial remission (disorder),SNOMED  CT codes,C4196,11556,Depression,PH1720,3647,CCU046 Depression,
35489007,Depressive disorder (disorder),SNOMED  CT codes,C4196,11556,Depression,PH1720,3647,CCU046 Depression,
357705009,Cotard's syndrome (disorder),SNOMED  CT codes,C4196,11556,Depression,PH1720,3647,CCU046 Depression,
36474008,Severe recurrent major depression without psychotic features (disorder),SNOMED  CT codes,C4196,11556,Depression,PH1720,3647,CCU046 Depression,
36923009,"Major depression, single episode (disorder)",SNOMED  CT codes,C4196,11556,Depression,PH1720,3647,CCU046 Depression,
370143000,Major depressive disorder (disorder),SNOMED  CT codes,C4196,11556,Depression,PH1720,3647,CCU046 Depression,
3.97701E+14,[X]Severe depressive episode without psychotic symptoms (disorder),SNOMED  CT codes,C4196,11556,Depression,PH1720,3647,CCU046 Depression,
3.97711E+14,[X]Severe depressive episode with psychotic symptoms (disorder),SNOMED  CT codes,C4196,11556,Depression,PH1720,3647,CCU046 Depression,
4.01211E+14,[X] Single episode major depression without psychotic symptoms (disorder),SNOMED  CT codes,C4196,11556,Depression,PH1720,3647,CCU046 Depression,
40379007,Mild recurrent major depression (disorder),SNOMED  CT codes,C4196,11556,Depression,PH1720,3647,CCU046 Depression,
40568001,Recurrent brief depressive disorder (disorder),SNOMED  CT codes,C4196,11556,Depression,PH1720,3647,CCU046 Depression,
42810003,Major depression in remission (disorder),SNOMED  CT codes,C4196,11556,Depression,PH1720,3647,CCU046 Depression,
42925002,"Major depressive disorder, single episode with atypical features (disorder)",SNOMED  CT codes,C4196,11556,Depression,PH1720,3647,CCU046 Depression,
4.30421E+14,[X]Mild depressive episode (disorder),SNOMED  CT codes,C4196,11556,Depression,PH1720,3647,CCU046 Depression,
4.55731E+14,[X] Single episode agitated depression without psychotic symptoms (disorder),SNOMED  CT codes,C4196,11556,Depression,PH1720,3647,CCU046 Depression,
46244001,Recurrent major depression in full remission (disorder),SNOMED  CT codes,C4196,11556,Depression,PH1720,3647,CCU046 Depression,
4.65441E+14,[X]Moderate depressive episode (disorder),SNOMED  CT codes,C4196,11556,Depression,PH1720,3647,CCU046 Depression,
63412003,Major depression in full remission (disorder),SNOMED  CT codes,C4196,11556,Depression,PH1720,3647,CCU046 Depression,
63778009,"Major depressive disorder, single episode with melancholic features (disorder)",SNOMED  CT codes,C4196,11556,Depression,PH1720,3647,CCU046 Depression,
68019004,Recurrent major depression in remission (disorder),SNOMED  CT codes,C4196,11556,Depression,PH1720,3647,CCU046 Depression,
69392006,"Major depressive disorder, single episode with catatonic features (disorder)",SNOMED  CT codes,C4196,11556,Depression,PH1720,3647,CCU046 Depression,
698957003,Depressive disorder in remission (disorder),SNOMED  CT codes,C4196,11556,Depression,PH1720,3647,CCU046 Depression,
70747007,"Major depression single episode, in partial remission (disorder)",SNOMED  CT codes,C4196,11556,Depression,PH1720,3647,CCU046 Depression,
720453001,Moderately severe major depression single episode (disorder),SNOMED  CT codes,C4196,11556,Depression,PH1720,3647,CCU046 Depression,
720454007,Minimal major depression single episode (disorder),SNOMED  CT codes,C4196,11556,Depression,PH1720,3647,CCU046 Depression,
73867007,Severe major depression with psychotic features (disorder),SNOMED  CT codes,C4196,11556,Depression,PH1720,3647,CCU046 Depression,
75084000,Severe major depression without psychotic features (disorder),SNOMED  CT codes,C4196,11556,Depression,PH1720,3647,CCU046 Depression,
7.55321E+14,"Single major depressive episode, severe, with psychosis, psychosis in remission (disorder)",SNOMED  CT codes,C4196,11556,Depression,PH1720,3647,CCU046 Depression,
7.55331E+14,"Recurrent major depressive episodes, severe, with psychosis, psychosis in remission (disorder)",SNOMED  CT codes,C4196,11556,Depression,PH1720,3647,CCU046 Depression,
